epoch,step,train/loss_epoch,train/loss_step,val/error_T,val/loss,val/loss_best
1695,1695,4462.97802734375,,,,
1696,1696,,4462.00341796875,,,
1696,1696,4462.00341796875,,,,
1697,1697,,4461.029296875,,,
1697,1697,4461.029296875,,,,
1698,1698,,4460.0556640625,,,
1698,1698,4460.0556640625,,,,
1699,1699,,4459.08349609375,,,
1699,1699,4459.08349609375,,,,
1700,1700,,4458.11083984375,,,
1700,1700,4458.11083984375,,,,
1701,1701,,4457.1396484375,,,
1701,1701,4457.1396484375,,,,
1702,1702,,4456.16845703125,,,
1702,1702,4456.16845703125,,,,
1703,1703,,4455.1982421875,,,
1703,1703,4455.1982421875,,,,
1704,1704,,4454.228515625,,,
1704,1704,4454.228515625,,,,
1705,1705,,4453.2587890625,,,
1705,1705,4453.2587890625,,,,
1706,1706,,4452.2900390625,,,
1706,1706,4452.2900390625,,,,
1707,1707,,4451.32275390625,,,
1707,1707,4451.32275390625,,,,
1708,1708,,4450.3544921875,,,
1708,1708,4450.3544921875,,,,
1709,1709,,4449.3876953125,,,
1709,1709,4449.3876953125,,,,
1710,1710,,4448.421875,,,
1710,1710,4448.421875,,,,
1711,1711,,4447.4560546875,,,
1711,1711,4447.4560546875,,,,
1712,1712,,4446.4912109375,,,
1712,1712,4446.4912109375,,,,
1713,1713,,4445.52587890625,,,
1713,1713,4445.52587890625,,,,
1714,1714,,4444.56201171875,,,
1714,1714,4444.56201171875,,,,
1715,1715,,4443.59912109375,,,
1715,1715,4443.59912109375,,,,
1716,1716,,4442.63623046875,,,
1716,1716,4442.63623046875,,,,
1717,1717,,4441.67431640625,,,
1717,1717,4441.67431640625,,,,
1718,1718,,4440.712890625,,,
1718,1718,4440.712890625,,,,
1719,1719,,4439.75146484375,,,
1719,1719,4439.75146484375,,,,
1720,1720,,4438.79150390625,,,
1720,1720,4438.79150390625,,,,
1721,1721,,4437.8310546875,,,
1721,1721,4437.8310546875,,,,
1722,1722,,4436.87158203125,,,
1722,1722,4436.87158203125,,,,
1723,1723,,4435.91357421875,,,
1723,1723,4435.91357421875,,,,
1724,1724,,4434.955078125,,,
1724,1724,4434.955078125,,,,
1725,1725,,4433.99755859375,,,
1725,1725,4433.99755859375,,,,
1726,1726,,4433.04052734375,,,
1726,1726,4433.04052734375,,,,
1727,1727,,4432.08447265625,,,
1727,1727,4432.08447265625,,,,
1728,1728,,4431.1279296875,,,
1728,1728,4431.1279296875,,,,
1729,1729,,4430.1728515625,,,
1729,1729,4430.1728515625,,,,
1730,1730,,4429.21826171875,,,
1730,1730,4429.21826171875,,,,
1731,1731,,4428.263671875,,,
1731,1731,4428.263671875,,,,
1732,1732,,4427.310546875,,,
1732,1732,4427.310546875,,,,
1733,1733,,4426.357421875,,,
1733,1733,4426.357421875,,,,
1734,1734,,4425.4052734375,,,
1734,1734,4425.4052734375,,,,
1735,1735,,4424.45361328125,,,
1735,1735,4424.45361328125,,,,
1736,1736,,4423.501953125,,,
1736,1736,4423.501953125,,,,
1737,1737,,4422.5517578125,,,
1737,1737,4422.5517578125,,,,
1738,1738,,4421.60205078125,,,
1738,1738,4421.60205078125,,,,
1739,1739,,4420.65185546875,,,
1739,1739,4420.65185546875,,,,
1740,1740,,4419.703125,,,
1740,1740,4419.703125,,,,
1741,1741,,4418.75537109375,,,
1741,1741,4418.75537109375,,,,
1742,1742,,4417.8076171875,,,
1742,1742,4417.8076171875,,,,
1743,1743,,4416.86083984375,,,
1743,1743,4416.86083984375,,,,
1744,1744,,4415.91455078125,,,
1744,1744,4415.91455078125,,,,
1745,1745,,4414.96826171875,,,
1745,1745,4414.96826171875,,,,
1746,1746,,4414.02294921875,,,
1746,1746,4414.02294921875,,,,
1747,1747,,4413.0791015625,,,
1747,1747,4413.0791015625,,,,
1748,1748,,4412.13427734375,,,
1748,1748,4412.13427734375,,,,
1749,1749,,4411.19091796875,,,
1749,1749,4411.19091796875,,,,
1750,1750,,4410.248046875,,,
1750,1750,4410.248046875,,,,
1751,1751,,4409.3056640625,,,
1751,1751,4409.3056640625,,,,
1752,1752,,4408.36376953125,,,
1752,1752,4408.36376953125,,,,
1753,1753,,4407.4228515625,,,
1753,1753,4407.4228515625,,,,
1754,1754,,4406.48095703125,,,
1754,1754,4406.48095703125,,,,
1755,1755,,4405.54150390625,,,
1755,1755,4405.54150390625,,,,
1756,1756,,4404.60205078125,,,
1756,1756,4404.60205078125,,,,
1757,1757,,4403.66259765625,,,
1757,1757,4403.66259765625,,,,
1758,1758,,4402.72412109375,,,
1758,1758,4402.72412109375,,,,
1759,1759,,4401.78662109375,,,
1759,1759,4401.78662109375,,,,
1760,1760,,4400.849609375,,,
1760,1760,4400.849609375,,,,
1761,1761,,4399.91259765625,,,
1761,1761,4399.91259765625,,,,
1762,1762,,4398.9765625,,,
1762,1762,4398.9765625,,,,
1763,1763,,4398.04150390625,,,
1763,1763,4398.04150390625,,,,
1764,1764,,4397.10595703125,,,
1764,1764,4397.10595703125,,,,
1765,1765,,4396.171875,,,
1765,1765,4396.171875,,,,
1766,1766,,4395.23828125,,,
1766,1766,4395.23828125,,,,
1767,1767,,4394.3046875,,,
1767,1767,4394.3046875,,,,
1768,1768,,4393.37255859375,,,
1768,1768,4393.37255859375,,,,
1769,1769,,4392.43994140625,,,
1769,1769,4392.43994140625,,,,
1770,1770,,4391.50927734375,,,
1770,1770,4391.50927734375,,,,
1771,1771,,4390.57763671875,,,
1771,1771,4390.57763671875,,,,
1772,1772,,4389.6474609375,,,
1772,1772,4389.6474609375,,,,
1773,1773,,4388.71826171875,,,
1773,1773,4388.71826171875,,,,
1774,1774,,4387.78857421875,,,
1774,1774,4387.78857421875,,,,
1775,1775,,4386.8603515625,,,
1775,1775,4386.8603515625,,,,
1776,1776,,4385.93212890625,,,
1776,1776,4385.93212890625,,,,
1777,1777,,4385.00439453125,,,
1777,1777,4385.00439453125,,,,
1778,1778,,4384.07763671875,,,
1778,1778,4384.07763671875,,,,
1779,1779,,4383.1513671875,,,
1779,1779,4383.1513671875,,,,
1780,1780,,4382.2255859375,,,
1780,1780,4382.2255859375,,,,
1781,1781,,4381.30029296875,,,
1781,1781,4381.30029296875,,,,
1782,1782,,4380.3759765625,,,
1782,1782,4380.3759765625,,,,
1783,1783,,4379.45166015625,,,
1783,1783,4379.45166015625,,,,
1784,1784,,4378.5283203125,,,
1784,1784,4378.5283203125,,,,
1785,1785,,4377.60546875,,,
1785,1785,4377.60546875,,,,
1786,1786,,4376.68310546875,,,
1786,1786,4376.68310546875,,,,
1787,1787,,4375.76123046875,,,
1787,1787,4375.76123046875,,,,
1788,1788,,4374.83984375,,,
1788,1788,4374.83984375,,,,
1789,1789,,4373.9189453125,,,
1789,1789,4373.9189453125,,,,
1790,1790,,4372.9990234375,,,
1790,1790,4372.9990234375,,,,
1791,1791,,4372.07958984375,,,
1791,1791,4372.07958984375,,,,
1792,1792,,4371.16064453125,,,
1792,1792,4371.16064453125,,,,
1793,1793,,4370.24267578125,,,
1793,1793,4370.24267578125,,,,
1794,1794,,4369.32421875,,,
1794,1794,4369.32421875,,,,
1795,1795,,4368.4072265625,,,
1795,1795,4368.4072265625,,,,
1796,1796,,4367.490234375,,,
1796,1796,4367.490234375,,,,
1797,1797,,4366.57470703125,,,
1797,1797,4366.57470703125,,,,
1798,1798,,4365.65869140625,,,
1798,1798,4365.65869140625,,,,
1799,1799,,4364.744140625,,,
1799,1799,4364.744140625,,,,
1800,1800,,4363.8291015625,,,
1800,1800,4363.8291015625,,,,
1801,1801,,4362.91552734375,,,
1801,1801,4362.91552734375,,,,
1802,1802,,4362.001953125,,,
1802,1802,4362.001953125,,,,
1803,1803,,4361.08935546875,,,
1803,1803,4361.08935546875,,,,
1804,1804,,4360.1767578125,,,
1804,1804,4360.1767578125,,,,
1805,1805,,4359.265625,,,
1805,1805,4359.265625,,,,
1806,1806,,4358.35498046875,,,
1806,1806,4358.35498046875,,,,
1807,1807,,4357.44384765625,,,
1807,1807,4357.44384765625,,,,
1808,1808,,4356.53466796875,,,
1808,1808,4356.53466796875,,,,
1809,1809,,4355.625,,,
1809,1809,4355.625,,,,
1810,1810,,4354.716796875,,,
1810,1810,4354.716796875,,,,
1811,1811,,4353.80810546875,,,
1811,1811,4353.80810546875,,,,
1812,1812,,4352.900390625,,,
1812,1812,4352.900390625,,,,
1813,1813,,4351.9931640625,,,
1813,1813,4351.9931640625,,,,
1814,1814,,4351.0869140625,,,
1814,1814,4351.0869140625,,,,
1815,1815,,4350.1806640625,,,
1815,1815,4350.1806640625,,,,
1816,1816,,4349.275390625,,,
1816,1816,4349.275390625,,,,
1817,1817,,4348.37109375,,,
1817,1817,4348.37109375,,,,
1818,1818,,4347.466796875,,,
1818,1818,4347.466796875,,,,
1819,1819,,4346.56298828125,,,
1819,1819,4346.56298828125,,,,
1820,1820,,4345.65966796875,,,
1820,1820,4345.65966796875,,,,
1821,1821,,4344.75732421875,,,
1821,1821,4344.75732421875,,,,
1822,1822,,4343.85498046875,,,
1822,1822,4343.85498046875,,,,
1823,1823,,4342.9541015625,,,
1823,1823,4342.9541015625,,,,
1824,1824,,4342.052734375,,,
1824,1824,4342.052734375,,,,
1825,1825,,4341.15234375,,,
1825,1825,4341.15234375,,,,
1826,1826,,4340.2529296875,,,
1826,1826,4340.2529296875,,,,
1827,1827,,4339.353515625,,,
1827,1827,4339.353515625,,,,
1828,1828,,4338.455078125,,,
1828,1828,4338.455078125,,,,
1829,1829,,4337.55712890625,,,
1829,1829,4337.55712890625,,,,
1830,1830,,4336.6591796875,,,
1830,1830,4336.6591796875,,,,
1831,1831,,4335.76220703125,,,
1831,1831,4335.76220703125,,,,
1832,1832,,4334.86572265625,,,
1832,1832,4334.86572265625,,,,
1833,1833,,4333.97021484375,,,
1833,1833,4333.97021484375,,,,
1834,1834,,4333.0751953125,,,
1834,1834,4333.0751953125,,,,
1835,1835,,4332.18017578125,,,
1835,1835,4332.18017578125,,,,
1836,1836,,4331.2861328125,,,
1836,1836,4331.2861328125,,,,
1837,1837,,4330.392578125,,,
1837,1837,4330.392578125,,,,
1838,1838,,4329.4990234375,,,
1838,1838,4329.4990234375,,,,
1839,1839,,4328.60693359375,,,
1839,1839,4328.60693359375,,,,
1840,1840,,4327.71484375,,,
1840,1840,4327.71484375,,,,
1841,1841,,4326.82373046875,,,
1841,1841,4326.82373046875,,,,
1842,1842,,4325.9326171875,,,
1842,1842,4325.9326171875,,,,
1843,1843,,4325.04248046875,,,
1843,1843,4325.04248046875,,,,
1844,1844,,4324.15283203125,,,
1844,1844,4324.15283203125,,,,
1845,1845,,4323.263671875,,,
1845,1845,4323.263671875,,,,
1846,1846,,4322.375,,,
1846,1846,4322.375,,,,
1847,1847,,4321.48681640625,,,
1847,1847,4321.48681640625,,,,
1848,1848,,4320.59912109375,,,
1848,1848,4320.59912109375,,,,
1849,1849,,4319.71240234375,,,
1849,1849,4319.71240234375,,,,
1850,1850,,4318.82568359375,,,
1850,1850,4318.82568359375,,,,
1851,1851,,4317.9404296875,,,
1851,1851,4317.9404296875,,,,
1852,1852,,4317.0546875,,,
1852,1852,4317.0546875,,,,
1853,1853,,4316.169921875,,,
1853,1853,4316.169921875,,,,
1854,1854,,4315.28564453125,,,
1854,1854,4315.28564453125,,,,
1855,1855,,4314.40234375,,,
1855,1855,4314.40234375,,,,
1856,1856,,4313.51904296875,,,
1856,1856,4313.51904296875,,,,
1857,1857,,4312.63671875,,,
1857,1857,4312.63671875,,,,
1858,1858,,4311.7548828125,,,
1858,1858,4311.7548828125,,,,
1859,1859,,4310.873046875,,,
1859,1859,4310.873046875,,,,
1860,1860,,4309.99267578125,,,
1860,1860,4309.99267578125,,,,
1861,1861,,4309.11279296875,,,
1861,1861,4309.11279296875,,,,
1862,1862,,4308.232421875,,,
1862,1862,4308.232421875,,,,
1863,1863,,4307.35302734375,,,
1863,1863,4307.35302734375,,,,
1864,1864,,4306.474609375,,,
1864,1864,4306.474609375,,,,
1865,1865,,4305.5966796875,,,
1865,1865,4305.5966796875,,,,
1866,1866,,4304.71875,,,
1866,1866,4304.71875,,,,
1867,1867,,4303.84228515625,,,
1867,1867,4303.84228515625,,,,
1868,1868,,4302.9658203125,,,
1868,1868,4302.9658203125,,,,
1869,1869,,4302.08984375,,,
1869,1869,4302.08984375,,,,
1870,1870,,4301.21435546875,,,
1870,1870,4301.21435546875,,,,
1871,1871,,4300.33984375,,,
1871,1871,4300.33984375,,,,
1872,1872,,4299.4658203125,,,
1872,1872,4299.4658203125,,,,
1873,1873,,4298.59130859375,,,
1873,1873,4298.59130859375,,,,
1874,1874,,4297.71826171875,,,
1874,1874,4297.71826171875,,,,
1875,1875,,4296.84619140625,,,
1875,1875,4296.84619140625,,,,
1876,1876,,4295.9736328125,,,
1876,1876,4295.9736328125,,,,
1877,1877,,4295.1025390625,,,
1877,1877,4295.1025390625,,,,
1878,1878,,4294.2314453125,,,
1878,1878,4294.2314453125,,,,
1879,1879,,4293.36083984375,,,
1879,1879,4293.36083984375,,,,
1880,1880,,4292.4912109375,,,
1880,1880,4292.4912109375,,,,
1881,1881,,4291.62158203125,,,
1881,1881,4291.62158203125,,,,
1882,1882,,4290.75341796875,,,
1882,1882,4290.75341796875,,,,
1883,1883,,4289.884765625,,,
1883,1883,4289.884765625,,,,
1884,1884,,4289.01708984375,,,
1884,1884,4289.01708984375,,,,
1885,1885,,4288.14990234375,,,
1885,1885,4288.14990234375,,,,
1886,1886,,4287.28271484375,,,
1886,1886,4287.28271484375,,,,
1887,1887,,4286.4169921875,,,
1887,1887,4286.4169921875,,,,
1888,1888,,4285.5517578125,,,
1888,1888,4285.5517578125,,,,
1889,1889,,4284.68701171875,,,
1889,1889,4284.68701171875,,,,
1890,1890,,4283.82275390625,,,
1890,1890,4283.82275390625,,,,
1891,1891,,4282.95849609375,,,
1891,1891,4282.95849609375,,,,
1892,1892,,4282.0947265625,,,
1892,1892,4282.0947265625,,,,
1893,1893,,4281.232421875,,,
1893,1893,4281.232421875,,,,
1894,1894,,4280.37060546875,,,
1894,1894,4280.37060546875,,,,
1895,1895,,4279.5087890625,,,
1895,1895,4279.5087890625,,,,
1896,1896,,4278.6474609375,,,
1896,1896,4278.6474609375,,,,
1897,1897,,4277.787109375,,,
1897,1897,4277.787109375,,,,
1898,1898,,4276.9267578125,,,
1898,1898,4276.9267578125,,,,
1899,1899,,4276.0673828125,,,
1899,1899,4276.0673828125,,,,
1900,1900,,4275.20849609375,,,
1900,1900,4275.20849609375,,,,
1901,1901,,4274.3505859375,,,
1901,1901,4274.3505859375,,,,
1902,1902,,4273.4921875,,,
1902,1902,4273.4921875,,,,
1903,1903,,4272.634765625,,,
1903,1903,4272.634765625,,,,
1904,1904,,4271.77783203125,,,
1904,1904,4271.77783203125,,,,
1905,1905,,4270.921875,,,
1905,1905,4270.921875,,,,
1906,1906,,4270.06640625,,,
1906,1906,4270.06640625,,,,
1907,1907,,4269.21142578125,,,
1907,1907,4269.21142578125,,,,
1908,1908,,4268.3564453125,,,
1908,1908,4268.3564453125,,,,
1909,1909,,4267.50244140625,,,
1909,1909,4267.50244140625,,,,
1910,1910,,4266.64892578125,,,
1910,1910,4266.64892578125,,,,
1911,1911,,4265.7958984375,,,
1911,1911,4265.7958984375,,,,
1912,1912,,4264.94384765625,,,
1912,1912,4264.94384765625,,,,
1913,1913,,4264.091796875,,,
1913,1913,4264.091796875,,,,
1914,1914,,4263.240234375,,,
1914,1914,4263.240234375,,,,
1915,1915,,4262.3896484375,,,
1915,1915,4262.3896484375,,,,
1916,1916,,4261.5390625,,,
1916,1916,4261.5390625,,,,
1917,1917,,4260.689453125,,,
1917,1917,4260.689453125,,,,
1918,1918,,4259.84033203125,,,
1918,1918,4259.84033203125,,,,
1919,1919,,4258.99169921875,,,
1919,1919,4258.99169921875,,,,
1920,1920,,4258.1435546875,,,
1920,1920,4258.1435546875,,,,
1921,1921,,4257.2958984375,,,
1921,1921,4257.2958984375,,,,
1922,1922,,4256.44921875,,,
1922,1922,4256.44921875,,,,
1923,1923,,4255.6025390625,,,
1923,1923,4255.6025390625,,,,
1924,1924,,4254.75634765625,,,
1924,1924,4254.75634765625,,,,
1925,1925,,4253.9111328125,,,
1925,1925,4253.9111328125,,,,
1926,1926,,4253.06640625,,,
1926,1926,4253.06640625,,,,
1927,1927,,4252.2216796875,,,
1927,1927,4252.2216796875,,,,
1928,1928,,4251.3779296875,,,
1928,1928,4251.3779296875,,,,
1929,1929,,4250.53466796875,,,
1929,1929,4250.53466796875,,,,
1930,1930,,4249.69189453125,,,
1930,1930,4249.69189453125,,,,
1931,1931,,4248.85009765625,,,
1931,1931,4248.85009765625,,,,
1932,1932,,4248.00830078125,,,
1932,1932,4248.00830078125,,,,
1933,1933,,4247.1669921875,,,
1933,1933,4247.1669921875,,,,
1934,1934,,4246.326171875,,,
1934,1934,4246.326171875,,,,
1935,1935,,4245.486328125,,,
1935,1935,4245.486328125,,,,
1936,1936,,4244.64697265625,,,
1936,1936,4244.64697265625,,,,
1937,1937,,4243.80810546875,,,
1937,1937,4243.80810546875,,,,
1938,1938,,4242.9697265625,,,
1938,1938,4242.9697265625,,,,
1939,1939,,4242.1318359375,,,
1939,1939,4242.1318359375,,,,
1940,1940,,4241.2939453125,,,
1940,1940,4241.2939453125,,,,
1941,1941,,4240.45751953125,,,
1941,1941,4240.45751953125,,,,
1942,1942,,4239.62060546875,,,
1942,1942,4239.62060546875,,,,
1943,1943,,4238.78515625,,,
1943,1943,4238.78515625,,,,
1944,1944,,4237.94970703125,,,
1944,1944,4237.94970703125,,,,
1945,1945,,4237.115234375,,,
1945,1945,4237.115234375,,,,
1946,1946,,4236.28076171875,,,
1946,1946,4236.28076171875,,,,
1947,1947,,4235.447265625,,,
1947,1947,4235.447265625,,,,
1948,1948,,4234.6142578125,,,
1948,1948,4234.6142578125,,,,
1949,1949,,4233.78173828125,,,
1949,1949,4233.78173828125,,,,
1950,1950,,4232.94970703125,,,
1950,1950,4232.94970703125,,,,
1951,1951,,4232.11767578125,,,
1951,1951,4232.11767578125,,,,
1952,1952,,4231.287109375,,,
1952,1952,4231.287109375,,,,
1953,1953,,4230.45654296875,,,
1953,1953,4230.45654296875,,,,
1954,1954,,4229.62646484375,,,
1954,1954,4229.62646484375,,,,
1955,1955,,4228.79736328125,,,
1955,1955,4228.79736328125,,,,
1956,1956,,4227.96826171875,,,
1956,1956,4227.96826171875,,,,
1957,1957,,4227.1396484375,,,
1957,1957,4227.1396484375,,,,
1958,1958,,4226.31201171875,,,
1958,1958,4226.31201171875,,,,
1959,1959,,4225.48486328125,,,
1959,1959,4225.48486328125,,,,
1960,1960,,4224.658203125,,,
1960,1960,4224.658203125,,,,
1961,1961,,4223.83203125,,,
1961,1961,4223.83203125,,,,
1962,1962,,4223.00634765625,,,
1962,1962,4223.00634765625,,,,
1963,1963,,4222.18115234375,,,
1963,1963,4222.18115234375,,,,
1964,1964,,4221.3564453125,,,
1964,1964,4221.3564453125,,,,
1965,1965,,4220.53271484375,,,
1965,1965,4220.53271484375,,,,
1966,1966,,4219.708984375,,,
1966,1966,4219.708984375,,,,
1967,1967,,4218.8857421875,,,
1967,1967,4218.8857421875,,,,
1968,1968,,4218.0634765625,,,
1968,1968,4218.0634765625,,,,
1969,1969,,4217.2412109375,,,
1969,1969,4217.2412109375,,,,
1970,1970,,4216.41943359375,,,
1970,1970,4216.41943359375,,,,
1971,1971,,4215.59912109375,,,
1971,1971,4215.59912109375,,,,
1972,1972,,4214.7783203125,,,
1972,1972,4214.7783203125,,,,
1973,1973,,4213.95849609375,,,
1973,1973,4213.95849609375,,,,
1974,1974,,4213.13916015625,,,
1974,1974,4213.13916015625,,,,
1975,1975,,4212.32080078125,,,
1975,1975,4212.32080078125,,,,
1976,1976,,4211.50244140625,,,
1976,1976,4211.50244140625,,,,
1977,1977,,4210.6845703125,,,
1977,1977,4210.6845703125,,,,
1978,1978,,4209.8671875,,,
1978,1978,4209.8671875,,,,
1979,1979,,4209.05029296875,,,
1979,1979,4209.05029296875,,,,
1980,1980,,4208.234375,,,
1980,1980,4208.234375,,,,
1981,1981,,4207.41845703125,,,
1981,1981,4207.41845703125,,,,
1982,1982,,4206.603515625,,,
1982,1982,4206.603515625,,,,
1983,1983,,4205.78857421875,,,
1983,1983,4205.78857421875,,,,
1984,1984,,4204.974609375,,,
1984,1984,4204.974609375,,,,
1985,1985,,4204.1611328125,,,
1985,1985,4204.1611328125,,,,
1986,1986,,4203.34814453125,,,
1986,1986,4203.34814453125,,,,
1987,1987,,4202.53564453125,,,
1987,1987,4202.53564453125,,,,
1988,1988,,4201.72314453125,,,
1988,1988,4201.72314453125,,,,
1989,1989,,4200.91162109375,,,
1989,1989,4200.91162109375,,,,
1990,1990,,4200.10107421875,,,
1990,1990,4200.10107421875,,,,
1991,1991,,4199.29052734375,,,
1991,1991,4199.29052734375,,,,
1992,1992,,4198.48046875,,,
1992,1992,4198.48046875,,,,
1993,1993,,4197.67138671875,,,
1993,1993,4197.67138671875,,,,
1994,1994,,4196.86279296875,,,
1994,1994,4196.86279296875,,,,
1995,1995,,4196.0537109375,,,
1995,1995,4196.0537109375,,,,
1996,1996,,4195.24609375,,,
1996,1996,4195.24609375,,,,
1997,1997,,4194.43896484375,,,
1997,1997,4194.43896484375,,,,
1998,1998,,4193.6318359375,,,
1998,1998,4193.6318359375,,,,
1999,1999,,4192.826171875,,,
1999,1999,,,0.5476306676864624,1834.2852783203125,1834.2852783203125
1999,1999,4192.826171875,,,,
2000,2000,,4192.0205078125,,,
2000,2000,4192.0205078125,,,,
2001,2001,,4191.21533203125,,,
2001,2001,4191.21533203125,,,,
2002,2002,,4190.41064453125,,,
2002,2002,4190.41064453125,,,,
2003,2003,,4189.6064453125,,,
2003,2003,4189.6064453125,,,,
2004,2004,,4188.802734375,,,
2004,2004,4188.802734375,,,,
2005,2005,,4187.99951171875,,,
2005,2005,4187.99951171875,,,,
2006,2006,,4187.197265625,,,
2006,2006,4187.197265625,,,,
2007,2007,,4186.39501953125,,,
2007,2007,4186.39501953125,,,,
2008,2008,,4185.59375,,,
2008,2008,4185.59375,,,,
2009,2009,,4184.79248046875,,,
2009,2009,4184.79248046875,,,,
2010,2010,,4183.99169921875,,,
2010,2010,4183.99169921875,,,,
2011,2011,,4183.1923828125,,,
2011,2011,4183.1923828125,,,,
2012,2012,,4182.392578125,,,
2012,2012,4182.392578125,,,,
2013,2013,,4181.59375,,,
2013,2013,4181.59375,,,,
2014,2014,,4180.794921875,,,
2014,2014,4180.794921875,,,,
2015,2015,,4179.9970703125,,,
2015,2015,4179.9970703125,,,,
2016,2016,,4179.19970703125,,,
2016,2016,4179.19970703125,,,,
2017,2017,,4178.40283203125,,,
2017,2017,4178.40283203125,,,,
2018,2018,,4177.6064453125,,,
2018,2018,4177.6064453125,,,,
2019,2019,,4176.810546875,,,
2019,2019,4176.810546875,,,,
2020,2020,,4176.015625,,,
2020,2020,4176.015625,,,,
2021,2021,,4175.220703125,,,
2021,2021,4175.220703125,,,,
2022,2022,,4174.42626953125,,,
2022,2022,4174.42626953125,,,,
2023,2023,,4173.63232421875,,,
2023,2023,4173.63232421875,,,,
2024,2024,,4172.8388671875,,,
2024,2024,4172.8388671875,,,,
2025,2025,,4172.04638671875,,,
2025,2025,4172.04638671875,,,,
2026,2026,,4171.25439453125,,,
2026,2026,4171.25439453125,,,,
2027,2027,,4170.462890625,,,
2027,2027,4170.462890625,,,,
2028,2028,,4169.67138671875,,,
2028,2028,4169.67138671875,,,,
2029,2029,,4168.880859375,,,
2029,2029,4168.880859375,,,,
2030,2030,,4168.09033203125,,,
2030,2030,4168.09033203125,,,,
2031,2031,,4167.30078125,,,
2031,2031,4167.30078125,,,,
2032,2032,,4166.51171875,,,
2032,2032,4166.51171875,,,,
2033,2033,,4165.72314453125,,,
2033,2033,4165.72314453125,,,,
2034,2034,,4164.93505859375,,,
2034,2034,4164.93505859375,,,,
2035,2035,,4164.1474609375,,,
2035,2035,4164.1474609375,,,,
2036,2036,,4163.3603515625,,,
2036,2036,4163.3603515625,,,,
2037,2037,,4162.57373046875,,,
2037,2037,4162.57373046875,,,,
2038,2038,,4161.78759765625,,,
2038,2038,4161.78759765625,,,,
2039,2039,,4161.001953125,,,
2039,2039,4161.001953125,,,,
2040,2040,,4160.2177734375,,,
2040,2040,4160.2177734375,,,,
2041,2041,,4159.4326171875,,,
2041,2041,4159.4326171875,,,,
2042,2042,,4158.6484375,,,
2042,2042,4158.6484375,,,,
2043,2043,,4157.865234375,,,
2043,2043,4157.865234375,,,,
2044,2044,,4157.08203125,,,
2044,2044,4157.08203125,,,,
2045,2045,,4156.29931640625,,,
2045,2045,4156.29931640625,,,,
2046,2046,,4155.51806640625,,,
2046,2046,4155.51806640625,,,,
2047,2047,,4154.736328125,,,
2047,2047,4154.736328125,,,,
2048,2048,,4153.95556640625,,,
2048,2048,4153.95556640625,,,,
2049,2049,,4153.17529296875,,,
2049,2049,4153.17529296875,,,,
2050,2050,,4152.3955078125,,,
2050,2050,4152.3955078125,,,,
2051,2051,,4151.61572265625,,,
2051,2051,4151.61572265625,,,,
2052,2052,,4150.8369140625,,,
2052,2052,4150.8369140625,,,,
2053,2053,,4150.05859375,,,
2053,2053,4150.05859375,,,,
2054,2054,,4149.28076171875,,,
2054,2054,4149.28076171875,,,,
2055,2055,,4148.50341796875,,,
2055,2055,4148.50341796875,,,,
2056,2056,,4147.7265625,,,
2056,2056,4147.7265625,,,,
2057,2057,,4146.9501953125,,,
2057,2057,4146.9501953125,,,,
2058,2058,,4146.1748046875,,,
2058,2058,4146.1748046875,,,,
2059,2059,,4145.39892578125,,,
2059,2059,4145.39892578125,,,,
2060,2060,,4144.6240234375,,,
2060,2060,4144.6240234375,,,,
2061,2061,,4143.85009765625,,,
2061,2061,4143.85009765625,,,,
2062,2062,,4143.076171875,,,
2062,2062,4143.076171875,,,,
2063,2063,,4142.302734375,,,
2063,2063,4142.302734375,,,,
2064,2064,,4141.5302734375,,,
2064,2064,4141.5302734375,,,,
2065,2065,,4140.7578125,,,
2065,2065,4140.7578125,,,,
2066,2066,,4139.98583984375,,,
2066,2066,4139.98583984375,,,,
2067,2067,,4139.21484375,,,
2067,2067,4139.21484375,,,,
2068,2068,,4138.44384765625,,,
2068,2068,4138.44384765625,,,,
2069,2069,,4137.673828125,,,
2069,2069,4137.673828125,,,,
2070,2070,,4136.904296875,,,
2070,2070,4136.904296875,,,,
2071,2071,,4136.13525390625,,,
2071,2071,4136.13525390625,,,,
2072,2072,,4135.3662109375,,,
2072,2072,4135.3662109375,,,,
2073,2073,,4134.59814453125,,,
2073,2073,4134.59814453125,,,,
2074,2074,,4133.83056640625,,,
2074,2074,4133.83056640625,,,,
2075,2075,,4133.06298828125,,,
2075,2075,4133.06298828125,,,,
2076,2076,,4132.296875,,,
2076,2076,4132.296875,,,,
2077,2077,,4131.5302734375,,,
2077,2077,4131.5302734375,,,,
2078,2078,,4130.7646484375,,,
2078,2078,4130.7646484375,,,,
2079,2079,,4130.0,,,
2079,2079,4130.0,,,,
2080,2080,,4129.23486328125,,,
2080,2080,4129.23486328125,,,,
2081,2081,,4128.47119140625,,,
2081,2081,4128.47119140625,,,,
2082,2082,,4127.70703125,,,
2082,2082,4127.70703125,,,,
2083,2083,,4126.94384765625,,,
2083,2083,4126.94384765625,,,,
2084,2084,,4126.18115234375,,,
2084,2084,4126.18115234375,,,,
2085,2085,,4125.41943359375,,,
2085,2085,4125.41943359375,,,,
2086,2086,,4124.6572265625,,,
2086,2086,4124.6572265625,,,,
2087,2087,,4123.896484375,,,
2087,2087,4123.896484375,,,,
2088,2088,,4123.13623046875,,,
2088,2088,4123.13623046875,,,,
